start_id,hub_1512,hub_1513,hub_1514,hub_1515,hub_1516,hub_1517,hub_1518,hub_1519,hub_1521,hub_1522,hub_1523,hub_1524,hub_1527,hub_1528,hub_1529,hub_1535,hub_1536,hub_1537,hub_1538,hub_1539,hub_1540,hub_1541,hub_1542,hub_1543,hub_1544,hub_1545,hub_1546,hub_1547,hub_1548,hub_1549,hub_1550,hub_1551,hub_1552,hub_1554,hub_1555,hub_1556,hub_1558,hub_1559,hub_1560,hub_1561,hub_1562,hub_1563,hub_1564,hub_1566,hub_1567,hub_1568,hub_1569,hub_1570,hub_1571,hub_1572,hub_1574,hub_1575,hub_1576,hub_1577,hub_1578,hub_1579,hub_1580,hub_1581,hub_1582,hub_1583,hub_1584,hub_1585,hub_1586,hub_1588,hub_1589,hub_1590,hub_1591,hub_1592,hub_1593,hub_1594,hub_1595,hub_1596,hub_1597,hub_1598,hub_1599,hub_1600,hub_1601,hub_1602,hub_1603,hub_1604,hub_1605,hub_1606,hub_1607,hub_1608,hub_1609,hub_1610,hub_1611,hub_1612,hub_1613,hub_1614,hub_1615,hub_1616,hub_1617,hub_1713,hub_2275,hub_2276,hub_2598,hub_2677,hub_2678,hub_2679,hub_2680,hub_2681,hub_2682,hub_2683,hub_2684,hub_2685,hub_2686,hub_2687,hub_2688,hub_2689,hub_2695,hub_2696,hub_2698,hub_2707,hub_2708,hub_2789,hub_2798,hub_2875,hub_3240
hub_1550,10,54,56,206,12,5,29,53,NA,8,4,2,9,17,1,4,17,6,1,7,9,216,2,NA,47,9,3,3,78,100,216,8,24,59,7,4,4,1,1,13,4,1,1,6,5,14,53,62,6,11,35,13,26,36,24,5,10,28,11,23,4,NA,8,24,14,7,52,1,8,1,8,1,3,8,9,36,12,1,6,6,3,29,8,20,66,23,15,27,32,36,107,7,1,7,4,1,2,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,10,11,NA,6,8,6,1
hub_1551,3,3,12,21,2,15,10,33,NA,18,NA,NA,24,3,1,2,2,11,2,1,1,15,NA,NA,5,19,NA,1,23,29,11,121,8,35,5,8,1,NA,NA,NA,2,NA,2,1,NA,2,9,11,4,1,3,12,5,5,2,10,1,21,7,2,2,NA,10,22,1,1,8,1,1,NA,6,NA,NA,1,10,7,8,2,5,1,1,4,4,20,NA,23,17,14,36,14,14,5,2,NA,6,10,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,9,1,1,7
hub_1552,7,4,10,27,19,33,24,20,NA,11,7,NA,39,4,2,3,2,6,2,3,10,72,NA,NA,14,33,1,2,39,21,39,10,153,38,7,7,2,NA,3,13,6,NA,2,3,2,5,24,53,8,2,6,22,14,9,5,9,2,5,5,7,6,1,15,7,5,8,16,NA,14,NA,9,3,NA,9,7,35,25,7,3,13,2,37,9,30,15,45,51,36,72,110,48,5,NA,1,15,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,4,41,NA,4,1,NA,NA
hub_1554,11,18,50,41,18,25,31,31,NA,48,2,5,19,26,12,7,5,10,2,4,1,18,6,NA,19,4,8,2,302,230,30,37,24,215,13,13,5,NA,1,6,1,NA,1,4,5,7,43,12,7,3,13,19,23,14,9,6,7,22,4,7,5,3,6,39,8,5,36,10,9,7,11,7,NA,16,11,39,62,1,13,5,1,26,4,27,15,42,80,44,73,40,86,11,7,3,28,24,5,NA,1,3,2,NA,2,4,NA,1,4,NA,NA,NA,NA,2,29,30,NA,2,1,NA,2
hub_1555,25,2,1,14,11,7,16,24,4,29,76,15,7,43,8,15,4,7,4,NA,8,12,10,1,21,32,11,7,16,8,2,8,10,10,338,60,15,33,18,20,14,9,5,3,14,15,70,18,17,3,29,63,29,69,22,4,11,44,25,3,7,5,16,34,23,30,19,7,4,23,59,27,10,138,43,61,31,51,51,109,32,33,38,7,4,21,33,24,11,17,33,29,33,16,9,2,3,3,5,9,5,1,2,NA,NA,6,9,1,NA,NA,3,3,2,12,3,24,1,NA,5
hub_1556,39,8,3,5,44,3,19,20,7,20,38,25,4,22,17,12,11,6,24,12,1,16,2,1,11,66,21,16,12,12,3,7,13,13,62,325,6,30,22,41,330,6,2,4,10,21,181,9,30,9,23,48,35,74,25,8,4,50,36,8,3,4,22,55,10,15,4,12,17,43,137,14,16,87,36,43,25,54,56,96,20,18,166,1,6,74,23,34,8,8,43,35,41,20,6,2,4,11,10,11,9,2,1,NA,NA,3,7,1,NA,2,2,4,5,2,NA,17,2,NA,5
hub_1558,112,6,7,13,30,1,38,2,NA,16,17,4,2,325,59,48,8,56,26,25,2,53,17,8,138,118,198,163,7,12,9,1,6,15,9,10,236,1,1,204,164,104,184,37,209,257,54,37,221,46,167,189,38,130,64,15,279,109,126,53,69,109,96,415,111,673,17,91,20,6,33,13,6,24,3,50,11,5,14,6,10,5,9,8,24,73,21,22,9,2,54,95,6,107,6,4,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,20,NA,198,35,NA,2
hub_1559,6,2,NA,6,12,1,8,2,19,3,14,37,1,3,9,3,2,NA,1,5,NA,2,2,NA,10,14,7,21,NA,5,2,1,2,1,166,36,NA,133,22,18,11,12,NA,7,1,6,43,5,9,NA,23,12,1,4,27,5,5,24,16,3,3,2,5,18,9,3,10,NA,269,35,39,6,5,61,3,52,13,11,3,7,7,1,19,NA,1,4,3,6,3,NA,8,9,12,9,3,NA,NA,11,NA,12,5,6,1,NA,NA,1,NA,1,NA,NA,3,4,2,74,6,40,1,NA,NA
hub_1560,12,NA,NA,6,5,2,6,2,16,9,15,63,5,6,4,2,3,3,NA,NA,1,2,9,NA,2,10,12,1,2,1,1,5,2,NA,18,20,7,18,236,22,4,3,6,2,1,21,12,2,1,2,18,10,4,5,14,4,5,12,9,5,1,NA,8,5,2,7,3,4,2,61,86,14,8,69,3,11,20,7,7,3,2,16,59,2,2,11,17,10,2,NA,4,14,19,25,3,1,1,1,3,5,15,NA,1,7,1,2,3,22,2,6,NA,1,NA,3,12,4,1,5,NA
hub_1561,101,8,3,8,57,3,22,14,6,15,23,12,4,84,82,30,2,38,6,16,4,78,19,9,54,86,85,102,1,8,22,2,7,3,29,16,142,9,11,643,22,91,51,127,110,48,67,70,77,12,134,239,116,267,277,50,99,107,133,57,108,43,57,163,22,60,23,142,51,20,32,16,6,41,37,79,9,8,15,14,5,6,13,1,13,30,69,26,3,4,22,104,17,97,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,3,NA,NA,5,25,NA,37,17,4,12
hub_1562,29,NA,6,NA,10,9,10,3,10,3,8,3,9,301,20,10,4,64,12,22,6,8,10,4,18,121,91,96,24,2,6,NA,NA,3,10,362,110,11,4,41,212,36,45,142,10,31,34,37,35,4,47,68,52,45,32,8,162,46,36,122,11,7,54,51,30,36,12,24,45,13,8,6,8,21,5,32,6,7,8,2,12,125,3,1,6,38,5,12,16,11,12,31,15,14,1,1,NA,NA,NA,2,1,NA,NA,2,NA,NA,2,NA,1,NA,NA,NA,4,9,NA,17,7,3,NA
hub_1563,43,7,3,9,10,1,18,8,2,12,8,5,1,392,75,18,21,5,3,1,11,23,48,12,41,55,55,73,2,1,5,1,NA,3,10,3,51,5,1,217,47,238,52,113,67,87,28,22,120,24,40,25,12,40,19,8,100,23,55,160,67,31,19,71,8,114,22,63,40,3,9,2,4,12,NA,43,12,NA,11,5,1,4,NA,NA,2,26,13,5,2,7,14,225,3,40,NA,NA,NA,6,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,21,NA,15,88,2,3
hub_1564,122,4,NA,28,22,5,16,3,1,3,11,1,3,176,135,25,3,22,8,8,3,7,14,56,23,150,121,442,8,7,2,NA,1,4,11,9,69,1,2,113,98,111,177,63,207,74,60,15,84,78,33,37,24,36,40,6,49,40,155,34,57,79,71,80,10,252,4,95,76,4,2,3,2,22,13,20,3,2,7,8,NA,2,4,NA,2,17,17,45,8,NA,26,43,2,292,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,64,49,1,4
hub_1566,66,2,9,25,7,1,14,2,2,NA,30,10,3,255,166,72,18,27,14,6,4,16,12,6,56,131,119,137,5,6,6,5,9,5,4,11,51,2,6,398,45,93,61,215,25,102,26,19,137,101,57,64,25,66,55,34,305,107,138,95,123,26,63,188,19,154,17,94,54,9,16,5,7,13,4,116,3,4,7,7,7,8,2,3,6,26,12,20,3,13,34,92,6,73,NA,NA,2,NA,1,1,2,2,1,NA,NA,1,2,NA,NA,NA,NA,NA,1,8,NA,48,54,2,5
hub_1567,50,1,1,2,4,1,8,7,1,4,11,15,2,196,70,14,3,18,4,4,3,93,8,1,10,60,112,100,6,4,3,NA,1,NA,17,3,43,1,1,410,25,63,81,35,195,45,21,21,125,68,86,19,22,50,92,9,406,46,111,61,37,33,48,129,13,95,12,61,18,3,5,5,5,8,4,50,5,20,15,5,2,4,6,3,7,18,11,10,1,6,15,27,2,67,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,11,NA,20,20,6,4
hub_1568,24,8,8,10,26,6,40,7,6,7,21,4,4,109,78,19,15,17,8,3,7,63,2,8,21,129,29,38,8,10,7,NA,6,9,17,14,41,7,21,59,10,34,37,93,35,234,78,58,19,10,52,104,44,69,34,22,41,48,52,117,28,17,72,47,33,42,11,61,37,22,17,11,15,27,18,52,6,4,18,10,1,6,15,3,6,51,46,31,2,10,27,22,17,48,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,3,7,NA,15,16,1,2
hub_1569,131,49,33,52,130,19,119,53,5,12,54,NA,20,134,48,26,35,23,40,14,51,417,29,9,61,84,28,67,40,33,76,4,10,19,32,189,33,17,14,120,11,28,31,30,14,99,5697,669,84,25,228,244,202,194,84,141,48,169,157,222,25,13,109,179,55,83,204,60,293,19,39,14,10,31,43,437,19,99,54,93,18,18,20,25,132,67,104,54,18,45,374,55,11,85,2,4,1,NA,NA,2,NA,1,3,5,NA,1,5,NA,1,7,NA,2,8,156,NA,13,7,30,4
hub_1570,95,16,23,84,82,7,88,13,NA,7,30,6,NA,64,24,39,34,19,34,20,46,572,21,6,32,66,12,18,17,29,36,NA,58,6,8,15,31,2,1,61,26,19,12,24,15,47,473,2463,64,20,202,176,229,121,128,50,24,107,76,72,8,16,39,202,48,64,172,35,97,11,15,2,16,16,14,362,19,1,38,18,6,14,2,7,119,30,41,29,4,21,98,52,5,27,3,1,6,5,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA,NA,4,69,NA,19,4,37,2
hub_1571,108,18,6,33,30,5,35,27,NA,6,18,11,6,221,78,133,27,30,32,29,27,73,35,32,58,119,71,47,8,22,25,NA,6,8,18,11,136,2,4,82,28,52,59,107,58,28,83,84,457,50,137,116,75,198,134,43,102,187,105,72,101,113,41,78,54,105,46,194,28,21,50,12,10,26,15,103,28,4,38,18,15,32,22,10,36,90,90,22,10,19,69,56,10,70,9,NA,4,2,NA,3,5,1,15,NA,2,1,NA,NA,NA,3,NA,NA,8,24,NA,25,18,10,6
hub_1572,43,1,8,34,22,NA,16,2,2,NA,5,NA,NA,99,92,26,19,111,47,40,18,40,63,30,47,9,29,104,10,8,67,2,NA,4,3,6,31,NA,8,36,1,30,82,92,54,31,85,46,74,204,25,23,85,56,160,35,193,53,91,17,15,11,9,63,11,95,32,56,7,2,5,106,1,6,38,11,4,2,33,22,4,8,NA,NA,15,13,15,3,14,1,117,13,2,71,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15,3,4,1
hub_1574,118,57,34,40,43,7,61,37,2,15,45,22,12,87,30,50,130,11,21,14,97,165,17,14,92,104,17,61,21,24,19,2,5,28,22,25,92,10,2,197,48,29,15,41,30,140,187,167,71,26,955,108,107,95,49,77,37,85,64,82,38,251,86,244,36,117,56,50,228,12,42,10,8,18,23,86,70,11,49,28,16,21,14,24,51,141,65,75,12,90,128,40,5,91,11,5,4,1,NA,1,NA,NA,2,1,4,NA,5,NA,NA,NA,NA,NA,4,21,1,6,9,14,6
hub_1575,228,22,15,34,30,10,47,35,7,21,27,10,14,80,34,74,42,31,55,80,37,142,26,12,110,71,21,15,19,22,15,7,17,6,33,33,76,7,6,55,39,22,33,58,24,90,241,198,109,25,177,1498,197,253,91,90,49,155,129,53,57,31,71,225,42,127,50,74,60,18,31,11,22,24,24,186,40,9,63,26,16,39,18,3,66,135,46,37,9,28,65,55,17,31,2,NA,NA,1,NA,8,4,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,30,NA,21,3,9,8
hub_1576,76,8,14,24,56,3,56,23,1,11,41,11,5,41,33,45,27,6,24,25,42,119,21,4,41,64,14,17,20,22,35,2,14,7,17,22,29,4,5,84,53,19,21,20,14,37,251,187,47,53,108,115,836,106,69,104,48,87,53,93,22,10,45,94,22,77,69,37,110,14,7,11,5,18,13,107,13,16,26,29,6,7,12,8,41,53,52,36,16,16,116,26,15,85,2,3,3,5,2,NA,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,55,NA,12,4,13,1
hub_1577,100,25,23,16,46,7,52,17,21,12,43,9,6,100,62,29,10,36,44,27,25,105,26,19,57,65,18,37,14,30,24,2,17,9,14,37,49,3,5,92,24,15,24,42,22,59,184,162,96,36,110,158,135,1042,99,71,87,88,82,39,34,23,76,100,39,84,54,77,43,15,19,8,18,12,16,102,32,4,40,20,9,18,5,8,65,52,40,43,14,23,83,37,8,56,3,NA,2,1,2,NA,4,NA,1,NA,1,NA,1,NA,2,1,NA,NA,3,29,NA,14,5,15,5
hub_1578,66,41,14,20,28,3,51,17,17,22,28,13,4,161,16,22,28,16,72,51,25,143,10,8,117,48,27,15,35,22,41,5,8,7,16,18,29,4,6,219,19,8,19,30,21,41,85,137,64,69,69,109,69,83,462,121,32,68,62,44,37,10,31,106,24,85,36,30,20,23,31,21,4,23,15,51,10,9,43,13,6,76,9,4,22,129,39,33,1,12,48,52,16,125,7,4,NA,NA,3,9,NA,2,3,NA,NA,NA,10,NA,3,NA,NA,NA,NA,15,1,33,22,4,12
hub_1579,43,20,4,17,219,9,40,8,NA,2,22,2,1,26,4,16,35,15,17,11,35,51,11,5,53,16,7,2,6,4,14,NA,7,4,4,8,11,1,3,24,4,9,12,16,2,31,115,94,30,26,108,66,201,73,152,445,15,104,61,32,3,3,31,42,14,21,31,3,21,5,7,11,4,40,7,56,1,2,31,9,3,51,14,3,37,21,27,29,4,212,126,26,2,12,2,NA,7,NA,NA,1,NA,NA,1,1,NA,NA,5,NA,1,2,NA,NA,1,13,NA,2,NA,5,NA
hub_1580,244,16,10,152,26,44,37,4,6,3,27,6,7,316,221,77,47,50,23,49,16,40,28,31,45,48,75,169,7,24,27,NA,3,5,5,6,72,NA,5,125,124,101,103,271,223,88,78,50,98,133,114,55,67,124,70,41,325,82,470,170,79,72,67,84,13,293,24,167,46,12,16,13,2,14,13,36,22,5,18,11,7,4,9,3,13,28,26,20,6,7,65,60,8,363,2,NA,4,1,NA,NA,NA,NA,NA,3,NA,NA,3,NA,2,3,NA,NA,6,9,NA,23,18,1,1
hub_1581,59,4,8,26,23,4,47,21,101,15,17,2,9,60,22,23,54,26,16,35,23,58,22,4,51,51,23,14,6,25,9,1,11,18,8,8,57,8,11,47,15,12,39,45,28,42,92,118,61,48,77,84,52,105,51,32,97,497,124,28,15,22,31,100,17,83,38,52,14,12,24,7,3,52,7,69,23,2,23,6,6,6,7,6,29,41,37,42,1,12,55,114,5,25,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,NA,15,9,2,18
hub_1582,90,6,15,27,25,3,39,24,10,7,80,4,14,121,53,66,39,67,37,36,32,95,35,13,88,162,36,78,13,16,28,25,20,11,28,20,65,9,5,112,24,51,69,66,46,90,128,109,93,98,115,131,86,68,47,63,119,105,584,75,40,30,58,131,27,99,37,81,24,18,17,17,5,15,28,59,6,8,47,24,4,9,10,13,24,32,22,112,23,27,122,86,42,67,3,27,NA,2,2,NA,NA,NA,3,4,NA,2,1,NA,1,NA,1,1,5,36,NA,38,8,14,2
hub_1583,301,11,11,13,51,1,16,5,2,2,27,10,3,87,90,12,8,42,2,NA,12,98,4,9,10,70,63,366,10,5,24,4,4,4,6,9,50,3,2,77,57,123,16,43,41,89,176,67,79,12,68,56,115,50,41,17,82,63,82,673,52,48,222,195,12,136,31,87,69,26,16,6,11,26,5,94,12,6,10,9,2,5,2,2,26,35,21,21,2,5,13,218,3,61,3,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,20,NA,50,9,1,10
hub_1584,79,10,6,8,10,3,12,3,NA,4,11,3,2,504,324,21,5,18,5,3,9,24,10,5,14,50,60,97,3,4,12,NA,NA,13,6,14,58,4,6,190,33,98,37,69,36,67,30,9,253,15,51,83,47,58,70,8,40,52,64,53,238,20,48,97,86,54,21,66,17,10,10,5,2,19,3,47,16,3,11,4,3,3,3,NA,5,25,10,9,3,12,28,25,4,82,1,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,3,NA,46,65,2,4
hub_1585,36,6,2,7,10,2,13,2,NA,7,10,1,1,157,76,7,NA,9,10,9,4,37,4,5,6,37,39,87,1,2,1,NA,1,NA,8,4,65,NA,1,271,2,16,51,33,35,46,25,17,147,6,118,20,14,59,31,4,85,29,139,46,26,257,25,65,8,54,16,45,19,3,3,2,8,5,2,31,3,6,4,2,2,1,5,2,35,8,10,12,NA,1,25,42,2,26,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7,NA,23,3,1,NA
hub_1586,38,10,5,3,15,2,34,9,14,11,34,4,NA,90,27,16,107,16,8,6,14,162,10,7,50,115,15,34,5,11,10,4,8,5,12,22,21,5,20,64,49,21,23,37,17,39,79,60,26,5,52,69,54,65,29,25,58,51,57,220,19,10,517,137,28,157,27,26,59,9,19,3,7,38,29,68,11,17,40,20,14,8,19,5,14,42,30,16,7,2,27,21,4,24,2,NA,1,2,NA,2,1,2,NA,3,1,3,5,NA,NA,2,1,3,NA,12,NA,23,8,4,6
hub_1588,55,22,18,18,24,4,49,30,12,29,33,18,13,250,85,31,18,31,24,13,31,119,16,10,39,337,55,92,14,43,19,4,11,16,14,47,162,5,2,174,46,56,45,129,89,53,149,150,67,42,116,163,88,110,141,50,73,96,108,174,59,55,105,503,99,54,32,137,35,22,56,25,23,54,12,240,18,24,20,51,9,16,24,13,22,74,53,49,11,31,61,53,28,85,8,5,1,2,2,3,3,1,NA,2,2,2,9,NA,NA,2,1,NA,4,15,NA,53,19,4,14
hub_1589,6,8,3,7,14,1,23,12,2,28,20,2,NA,54,8,6,9,2,2,5,5,38,2,4,14,7,8,12,5,6,7,NA,10,NA,15,5,7,1,NA,20,23,7,12,17,11,21,39,39,15,9,19,23,24,23,26,14,10,19,15,10,28,5,28,57,256,33,18,8,54,1,8,NA,NA,7,1,37,10,4,9,12,3,8,4,3,16,26,15,16,30,4,19,103,5,26,NA,2,7,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,2,2,8,NA,9,3,17,4
hub_1590,137,11,10,16,16,4,56,18,3,9,32,17,15,201,162,49,16,61,12,15,19,49,25,18,42,91,254,175,17,21,18,2,16,11,9,18,184,4,3,57,50,107,67,209,80,46,114,87,108,57,70,124,73,125,78,31,176,144,139,96,32,50,95,70,43,381,21,215,25,29,51,3,12,25,15,56,37,4,33,12,16,118,12,1,15,61,42,65,5,24,52,48,17,98,11,17,NA,2,NA,2,1,NA,NA,3,1,1,1,NA,14,4,NA,NA,3,30,14,53,39,5,NA
hub_1591,28,63,36,172,121,4,71,19,NA,7,26,2,8,39,8,11,25,15,23,20,44,516,15,3,27,48,15,25,23,38,130,1,22,20,15,3,6,NA,1,37,2,22,5,17,10,16,208,217,22,25,86,41,48,73,45,40,21,61,52,51,8,15,46,49,19,16,964,11,55,1,3,12,4,15,10,164,6,2,25,21,6,10,6,7,347,48,29,34,10,17,87,14,NA,8,NA,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,42,NA,3,3,53,6
hub_1592,102,5,11,9,11,3,24,5,1,16,30,10,1,221,97,32,5,23,15,13,6,32,13,18,27,94,186,120,10,13,8,NA,2,4,8,18,75,3,4,244,40,74,67,71,66,71,78,53,234,49,51,69,70,117,57,16,166,100,157,121,65,44,76,192,36,167,47,606,32,8,50,4,8,20,11,73,15,9,12,29,5,4,25,5,17,21,14,7,1,5,31,40,2,94,1,NA,NA,NA,2,3,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,2,2,25,NA,23,14,2,1
hub_1593,26,8,4,17,55,1,50,5,NA,4,10,3,NA,270,41,8,9,15,12,2,21,26,8,NA,28,90,245,77,NA,1,8,NA,20,3,2,18,12,187,3,57,32,32,29,26,16,47,254,75,25,6,67,35,137,24,36,34,22,34,24,80,7,7,64,36,118,38,38,16,592,4,18,4,6,12,7,94,3,2,23,10,3,1,3,NA,16,87,10,12,3,7,22,11,1,17,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,18,NA,4,45,16,2
hub_1594,25,1,6,7,3,NA,14,3,29,5,40,68,1,17,11,4,15,7,2,4,4,7,2,1,240,43,10,11,7,NA,7,6,NA,13,13,46,24,25,61,30,4,8,3,2,17,36,70,7,6,3,21,26,12,28,67,4,3,30,13,39,8,NA,5,33,8,12,1,11,5,136,203,23,29,48,9,23,16,10,18,18,9,4,78,NA,3,16,15,8,8,4,19,16,50,8,6,NA,1,9,7,10,19,12,1,5,2,2,3,6,NA,2,2,4,3,4,2,27,29,1,2
hub_1595,39,3,2,7,23,2,44,24,40,17,56,85,5,24,17,22,5,4,7,1,6,9,3,2,19,59,9,18,13,18,14,NA,12,24,58,121,33,39,71,54,14,13,7,7,40,25,51,24,32,2,69,54,18,28,53,11,22,66,25,28,14,14,36,76,20,55,14,18,5,136,340,36,85,264,11,73,24,19,39,62,29,16,125,12,14,57,39,23,14,16,25,43,121,23,5,9,3,12,15,5,22,9,5,5,NA,14,10,3,7,7,4,5,5,21,2,67,4,1,1
hub_1596,7,2,NA,3,6,NA,14,4,24,27,65,28,4,18,9,4,4,7,10,132,23,11,NA,NA,16,23,8,7,5,2,1,4,2,2,16,16,3,13,17,18,8,3,2,5,4,56,16,NA,6,30,10,10,3,20,37,1,3,240,10,10,2,4,11,19,2,5,8,5,6,40,94,97,9,56,13,18,2,10,6,26,2,NA,32,NA,3,4,9,11,1,2,7,12,36,11,28,NA,NA,3,2,8,2,1,NA,NA,2,1,2,NA,NA,7,NA,2,NA,6,1,8,3,NA,2
hub_1597,8,1,1,NA,5,NA,20,1,7,2,23,22,NA,16,14,1,3,2,NA,1,NA,12,NA,NA,5,19,5,14,2,NA,1,NA,NA,3,4,14,7,2,1,5,4,1,NA,1,5,4,11,17,13,2,5,8,4,12,5,NA,6,12,2,11,NA,NA,11,24,2,29,5,5,4,5,65,1,70,8,NA,4,1,1,1,4,3,2,12,NA,1,3,14,6,2,NA,2,13,8,9,NA,NA,NA,2,NA,2,2,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,3,NA,4,NA,NA,NA
hub_1598,33,4,2,12,17,5,39,8,43,18,135,91,4,38,11,8,1,5,1,3,17,18,2,NA,24,69,20,9,4,9,6,9,5,2,60,100,13,87,84,34,38,6,4,13,13,35,44,14,23,4,24,60,17,28,22,29,30,127,19,24,5,14,18,122,6,17,19,13,3,63,341,63,17,244,13,69,9,49,23,48,32,11,109,1,4,33,20,9,2,7,31,34,242,41,13,1,2,11,12,11,20,2,5,3,NA,2,28,8,2,3,2,90,5,5,4,30,7,NA,18
hub_1599,22,7,9,37,17,1,18,47,8,78,58,5,9,12,4,6,1,5,2,2,7,18,3,NA,16,23,NA,NA,12,9,19,6,13,15,60,42,5,6,8,34,3,9,15,NA,NA,8,52,22,15,14,36,34,43,22,59,10,13,36,15,7,1,NA,36,22,18,14,12,7,9,15,18,27,10,10,252,65,46,51,57,27,25,94,21,5,9,56,40,30,6,24,68,4,4,1,24,6,2,NA,NA,3,1,2,NA,NA,NA,1,14,NA,NA,NA,NA,2,NA,11,NA,4,NA,NA,5
hub_1600,81,18,29,30,83,NA,81,15,4,11,95,14,9,74,29,15,28,10,12,16,43,139,12,NA,49,68,30,19,13,37,32,6,10,14,43,31,40,14,1,81,10,31,19,31,19,58,295,293,61,9,114,139,99,129,54,47,21,98,57,102,21,16,66,134,47,97,80,46,70,12,36,14,16,38,36,1279,18,12,75,124,27,20,17,17,81,113,74,30,9,29,87,49,11,31,5,6,1,2,NA,2,1,NA,NA,NA,NA,5,2,1,NA,1,NA,1,8,67,1,6,9,7,6
hub_1601,18,3,9,31,9,11,20,56,NA,185,11,10,13,6,11,12,7,15,2,7,1,20,2,NA,66,11,NA,131,44,17,19,6,18,46,35,19,22,3,15,14,4,7,9,4,9,11,31,4,21,4,20,97,83,46,25,7,18,37,6,2,6,6,21,102,38,21,13,5,NA,7,21,13,3,15,43,17,240,45,11,24,12,35,15,22,5,94,41,43,48,26,61,33,6,5,17,10,5,1,NA,3,3,NA,NA,3,NA,1,4,NA,NA,NA,1,NA,13,5,NA,13,4,NA,32
hub_1602,17,1,3,4,18,2,18,10,2,19,36,11,7,18,8,4,3,4,3,1,NA,5,6,2,7,46,5,NA,4,10,8,2,7,5,43,48,8,14,6,16,7,3,4,3,12,5,30,10,11,3,10,6,5,10,7,2,7,12,8,8,3,3,16,23,4,5,9,2,7,8,28,17,6,47,27,13,37,121,30,78,118,35,15,4,1,20,7,9,3,13,13,10,15,26,13,3,3,2,NA,NA,1,1,2,1,1,1,7,NA,NA,2,NA,2,NA,5,NA,12,NA,NA,9
hub_1603,40,14,9,12,30,6,26,18,4,19,36,2,NA,19,8,9,22,8,4,3,10,85,8,2,31,18,7,14,9,10,13,4,5,15,49,52,10,6,4,37,14,9,6,7,7,18,84,42,20,24,52,67,37,38,44,28,10,32,18,26,7,NA,32,49,13,27,23,17,77,22,21,20,15,47,74,106,9,15,317,12,20,30,26,7,18,56,21,126,7,9,26,36,13,3,4,1,5,2,NA,5,2,NA,2,1,NA,1,4,NA,NA,NA,NA,NA,NA,14,NA,8,1,2,17
hub_1604,23,15,7,14,5,3,5,14,1,28,49,24,2,27,14,12,3,5,9,10,9,24,4,11,11,20,NA,6,19,4,12,11,10,6,191,64,2,4,3,16,4,8,7,2,4,8,240,23,10,8,27,21,40,32,7,24,4,21,13,21,NA,3,50,51,10,22,18,11,12,15,38,17,4,50,31,57,36,79,38,252,26,28,16,6,11,70,30,33,10,16,27,6,5,7,9,NA,4,1,1,1,NA,1,2,NA,1,NA,4,NA,NA,1,NA,5,NA,4,NA,4,1,1,53
hub_1605,11,6,1,2,14,3,10,6,5,24,32,15,4,24,2,2,31,5,1,1,3,12,2,2,7,9,2,3,2,7,5,4,8,6,53,25,NA,6,2,13,9,5,2,5,5,4,21,15,9,3,20,25,13,19,11,1,3,6,11,6,2,2,14,18,11,12,10,10,6,10,32,2,7,20,22,33,15,97,20,44,149,74,19,4,4,22,18,36,5,39,11,2,5,1,1,NA,2,1,NA,4,3,1,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,2,NA,4,NA,NA,3
